source_partner,source_country,destination_country,gsv
#####,Zambia,CÃ´te d'Ivoire,39631
#####,Zambia,Egypt,2000
#####,Zambia,Finland,14552
#####,Zambia,France,6236
#####,Zambia,Germany,5262
#####,Zambia,Ghana,147045
#####,Zambia,India,27819
#####,Zambia,Italy,1214
#####,Zambia,Lithuania,1999
#####,Zambia,Malawi,878
#####,Zambia,Malaysia,5737
#####,Zambia,Mali,122
#####,Zambia,Mozambique,6340
#####,Zambia,Netherlands,56097
#####,Zambia,Philippines,13775
#####,Zambia,Portugal,17654
#####,Zambia,Sierra Leone,476
#####,Zambia,South Africa,69158
#####,Zambia,Spain,1984
#####,Zambia,Tanzania,46928
#####,Zambia,Uganda,6910
#####,Zambia,Zimbabwe,2342
#####,Zimbabwe,Belgium,1018
#####,Zimbabwe,CÃ´te d'Ivoire,2297
#####,Zimbabwe,Egypt,2704
#####,Zimbabwe,France,29
#####,Zimbabwe,Germany,13752
#####,Zimbabwe,Ghana,885
#####,Zimbabwe,India,22701
#####,Zimbabwe,Italy,441
#####,Zimbabwe,Lithuania,190
#####,Zimbabwe,Mozambique,50
#####,Zimbabwe,Netherlands,13910
#####,Zimbabwe,Portugal,1615
#####,Zimbabwe,South Africa,18291
#####,Zimbabwe,Spain,135
#####,Zimbabwe,Tanzania,157
#####,Zimbabwe,Uganda,620
#####,Cambodia,China,11249
#####,Cambodia,India,65351
#####,Cambodia,Malaysia,5384
#####,Cambodia,Sri Lanka,331
#####,Cambodia,Viet Nam,15
#####,Australia,India,1757437
#####,Canada,India,82417
#####,"Korea, Republic of",India,34787558
#####,United States of America,India,1291947
#####,Australia,India,59544
#####,Australia,Malaysia,131947
#####,Australia,Philippines,88207
#####,Canada,Australia,9319
#####,Canada,India,5189
#####,Canada,Malaysia,4430
#####,Canada,Philippines,590
#####,Hong Kong,Australia,4302
#####,Hong Kong,Malaysia,175
#####,Hong Kong,Philippines,2222
#####,"Korea, Republic of",Australia,4922287
#####,"Korea, Republic of",India,813241
#####,"Korea, Republic of",Malaysia,697015
#####,"Korea, Republic of",Philippines,309027
#####,New Zealand,Australia,16320
#####,New Zealand,India,1131
#####,United States of America,Australia,40230
#####,United States of America,India,48300
#####,United States of America,Malaysia,3139
#####,United States of America,Philippines,12163
#####,Viet Nam,Australia,8774
#####,Viet Nam,India,33851
#####,Ã…land Islands,Ghana,197
#####,Ã…land Islands,Kenya,10282
#####,Ã…land Islands,Viet Nam,67907
#####,Albania,Ghana,59116
#####,Albania,Kenya,20404
#####,Albania,Uganda,35
#####,Albania,Viet Nam,36718
#####,Algeria,Ghana,509
#####,Algeria,Kenya,5812
#####,Algeria,Uganda,1610
#####,Algeria,Viet Nam,9535
#####,American Samoa,Kenya,1042
#####,American Samoa,Viet Nam,9936
#####,Andorra,Kenya,4173
#####,Andorra,Viet Nam,228871
#####,Angola,Ghana,54
#####,Angola,Kenya,31073
#####,Angola,Tanzania, -   
#####,Angola,Viet Nam,378988
#####,Antigua and Barbuda,Ghana,4082
#####,Antigua and Barbuda,Kenya,1926
#####,Antigua and Barbuda,Viet Nam,1178
#####,Argentina,Kenya,29277
#####,Argentina,Tanzania,5484
#####,Argentina,Uganda,193
#####,Argentina,Viet Nam,24630
#####,Armenia,Ghana,15416
#####,Armenia,Kenya,14989
#####,Armenia,Viet Nam,18688
#####,Aruba,Viet Nam,23922
#####,Australia,Ghana,8487125
#####,Australia,Kenya,91096357
#####,Australia,South Africa,2280659
#####,Australia,Tanzania,2294162
#####,Australia,Uganda,5752059
#####,Australia,Viet Nam,75653706
#####,Austria,Ghana,445754
#####,Austria,Kenya,1947546
#####,Austria,Tanzania,1172037
#####,Austria,Uganda,399996
#####,Austria,Viet Nam,9435115
#####,Azerbaijan,Kenya,1953
#####,Azerbaijan,Viet Nam,1877
#####,Bahamas,Ghana,98498
#####,Bahamas,Kenya,23002
#####,Bahamas,Tanzania,4253
#####,Bahamas,Uganda,10906
#####,Bahamas,Viet Nam,52203
#####,Bahrain,Kenya,20645
#####,Bahrain,Tanzania,691
#####,Bahrain,Uganda,5346
#####,Bahrain,Viet Nam,925
#####,Bangladesh,Ghana,270
#####,Bangladesh,Kenya,101170
#####,Bangladesh,Tanzania,13174
#####,Bangladesh,Uganda,4619
#####,Bangladesh,Viet Nam,94868
#####,Barbados,Ghana,5697
#####,Barbados,Kenya,5813
#####,Barbados,Uganda,1256
#####,Barbados,Viet Nam,5780
#####,Belarus,Ghana,122
#####,Belarus,Viet Nam,53
#####,Belgium,Ghana,20921096
#####,Belgium,Kenya,140087859
#####,Belgium,South Africa,6833086
#####,Belgium,Tanzania,14559471
#####,Belgium,Uganda,18352284
#####,Belgium,Viet Nam,8166570
#####,Belize,Viet Nam,2408
#####,Benin,Ghana,3024
#####,Benin,Kenya,3092
#####,Benin,Viet Nam,124
#####,Bermuda,Ghana,23
#####,Bermuda,Kenya,312647
#####,Bermuda,Tanzania,49847
#####,Bermuda,Uganda,42202
#####,Bolivia (Plurinational State of),Kenya,59
#####,Bolivia (Plurinational State of),Tanzania,27
#####,Bolivia (Plurinational State of),Viet Nam,2442
#####,Bosnia and Herzegovina,Kenya,1550
#####,Bosnia and Herzegovina,Tanzania,1609
#####,Bosnia and Herzegovina,Uganda,1464
#####,Bosnia and Herzegovina,Viet Nam,10872
#####,Botswana,Ghana,115
#####,Botswana,Kenya,11888
#####,Botswana,Tanzania,1593
#####,Botswana,Uganda,2796
#####,Brazil,Ghana,149189
#####,Brazil,Kenya,1373792
#####,Brazil,South Africa,252844
#####,Brazil,Tanzania,216138
#####,Brazil,Uganda,57242
#####,Brazil,Viet Nam,968776
#####,Brunei Darussalam,Ghana,4258
#####,Brunei Darussalam,Viet Nam,84605
#####,Bulgaria,Ghana,8663
#####,Bulgaria,Kenya,81658
#####,Bulgaria,Tanzania,7368
#####,Bulgaria,Uganda,16045
#####,Bulgaria,Viet Nam,258196
#####,Burkina Faso,Ghana,6485
#####,Burkina Faso,Tanzania,1450
#####,Cambodia,Ghana,1187
#####,Cambodia,Kenya,7035
#####,Cambodia,Uganda,692
#####,Cambodia,Viet Nam,353282
#####,Cameroon,Ghana,160
#####,Cameroon,Kenya,17088
#####,Cameroon,Tanzania,20516
#####,Cameroon,Uganda,258
#####,Cameroon,Viet Nam,1137
#####,Canada,Ghana,3151784
#####,Canada,Kenya,10521664
#####,Canada,South Africa,683697
#####,Canada,Tanzania,1571331
#####,Canada,Uganda,2323398
#####,Canada,Viet Nam,32098088
#####,Cayman Islands,Kenya,297864
#####,Cayman Islands,Tanzania,140
#####,Cayman Islands,Uganda,10122
#####,Cayman Islands,Viet Nam,6163
#####,Chile,Ghana,13334
#####,Chile,Kenya,6087
#####,Chile,Tanzania,388
#####,Chile,Uganda,615
#####,Chile,Viet Nam,43482
#####,China,Ghana,21241
#####,China,Kenya,71006
#####,China,Tanzania,11511
#####,China,Uganda,133
#####,China,Viet Nam,890454
#####,Colombia,Ghana,43807
#####,Colombia,Kenya,3533
#####,Colombia,Tanzania,217
#####,Colombia,Uganda,673
#####,Colombia,Viet Nam,71665
#####,Comoros,Tanzania,1229
#####,Costa Rica,Ghana,527
#####,Costa Rica,Kenya,1852
#####,Costa Rica,Tanzania,141
#####,Costa Rica,Viet Nam,10343
#####,CÃ´te d'Ivoire,Ghana,3061
#####,CÃ´te d'Ivoire,Kenya,11111
#####,CÃ´te d'Ivoire,Tanzania,309
#####,CÃ´te d'Ivoire,Viet Nam,51275
#####,Croatia,Ghana,1086
#####,Croatia,Kenya,73257
#####,Croatia,Tanzania,7903
#####,Croatia,Uganda,27540
#####,Croatia,Viet Nam,119627
#####,CuraÃ§ao,Uganda,6031
#####,CuraÃ§ao,Viet Nam,329
#####,Cyprus,Ghana,36986
#####,Cyprus,Kenya,198099
#####,Cyprus,Tanzania,6485
#####,Cyprus,Uganda,122040
#####,Cyprus,Viet Nam,177513
#####,Czechia,Ghana,753801
#####,Czechia,Kenya,755110
#####,Czechia,Tanzania,324470
#####,Czechia,Uganda,132878
#####,Czechia,Viet Nam,45665922
#####,Denmark,Ghana,543623
#####,Denmark,Kenya,1805845
#####,Denmark,Tanzania,162378
#####,Denmark,Uganda,640124
#####,Denmark,Viet Nam,12286897
#####,Djibouti,Kenya,4670
#####,Dominica,Ghana,617
#####,Dominica,Kenya,3322
#####,Dominica,Viet Nam,65
#####,Dominican Republic,Viet Nam,1473
#####,Ecuador,Kenya,3862
#####,Ecuador,Tanzania,1308
#####,Ecuador,Viet Nam,4544
#####,Egypt,Ghana,4987
#####,Egypt,Kenya,41451
#####,Egypt,Tanzania,885
#####,Egypt,Uganda,10020
#####,Egypt,Viet Nam,22423
#####,El Salvador,Ghana,4776
#####,El Salvador,Kenya,412
#####,El Salvador,Viet Nam,338
#####,Equatorial Guinea,Viet Nam,464
#####,Estonia,Ghana,185556
#####,Estonia,Kenya,265897
#####,Estonia,South Africa,0
#####,Estonia,Tanzania,18341
#####,Estonia,Uganda,78427
#####,Estonia,Viet Nam,511671
#####,Eswatini,Ghana,938
#####,Eswatini,Kenya,66650
#####,Eswatini,Tanzania,7725
#####,Eswatini,Uganda,1818
#####,Eswatini,Viet Nam,20547
#####,Ethiopia,Ghana,314
#####,Ethiopia,Kenya,80016
#####,Ethiopia,Tanzania,121
#####,Ethiopia,Uganda,84516
#####,Ethiopia,Viet Nam,47210
#####,Falkland Islands (Malvinas),Kenya,70445
#####,Falkland Islands (Malvinas),Uganda,13690
#####,Falkland Islands (Malvinas),Viet Nam,48
#####,Faroe Islands,Ghana,49331
#####,Faroe Islands,Kenya,3472
#####,Faroe Islands,Uganda,306
#####,Faroe Islands,Viet Nam,590
#####,Fiji,Ghana,1522
#####,Fiji,Kenya,7338
#####,Finland,Ghana,652465
#####,Finland,Kenya,2915452
#####,Finland,Tanzania,228663
#####,Finland,Uganda,165100
#####,Finland,Viet Nam,15190509
#####,France,Ghana,528745
#####,France,Kenya,4896035
#####,France,Tanzania,845254
#####,France,Uganda,867035
#####,France,Viet Nam,41467645
#####,French Guiana,Ghana,5513
#####,French Guiana,Viet Nam,23916
#####,French Polynesia,Kenya,980
#####,French Polynesia,Viet Nam,11971
#####,Gabon,Uganda,67
#####,Gabon,Viet Nam,1633
#####,Gambia,Ghana,1979
#####,Gambia,Kenya,2727
#####,Georgia,Ghana,3076
#####,Georgia,Kenya,11054
#####,Georgia,Tanzania,27
#####,Georgia,Uganda,2102
#####,Georgia,Viet Nam,425815
#####,Germany,Ghana,4702978
#####,Germany,Kenya,25891494
#####,Germany,Tanzania,4569201
#####,Germany,Uganda,4341461
#####,Germany,Viet Nam,162652938
#####,Ghana,Ghana,6160128
#####,Ghana,Kenya,125282
#####,Ghana,Tanzania,10025
#####,Ghana,Uganda,6772
#####,Ghana,Viet Nam,21383
#####,Gibraltar,Ghana,3765
#####,Gibraltar,Kenya,2533
#####,Gibraltar,Viet Nam,9766
#####,Greece,Ghana,17114
#####,Greece,Kenya,172521
#####,Greece,Tanzania,6998
#####,Greece,Uganda,6143
#####,Greece,Viet Nam,316121
#####,Grenada,Ghana,11
#####,Grenada,Kenya,294
#####,Grenada,Viet Nam,408
#####,Guadeloupe,Ghana,178
#####,Guadeloupe,Kenya,635
#####,Guadeloupe,Tanzania,212
#####,Guadeloupe,Uganda,797
#####,Guadeloupe,Viet Nam,22719
#####,Guatemala,Kenya,10126
#####,Guatemala,Viet Nam,28428
#####,Guernsey,Ghana,3939
#####,Guernsey,Kenya,183208
#####,Guernsey,Tanzania,25707
#####,Guernsey,Uganda,80755
#####,Guernsey,Viet Nam,17882
#####,Guyana,Kenya,2009
#####,Guyana,Uganda,324
#####,Haiti,Ghana,39
#####,Haiti,Kenya,336
#####,Haiti,Uganda,6085
#####,Haiti,Viet Nam,991
#####,Honduras,Kenya,183
#####,Honduras,Uganda,894
#####,Honduras,Viet Nam,697
#####,Hong Kong,Ghana,1270719
#####,Hong Kong,Kenya,1919942
#####,Hong Kong,South Africa,80915
#####,Hong Kong,Tanzania,153240
#####,Hong Kong,Uganda,205936
#####,Hong Kong,Viet Nam,7778023
#####,Hungary,Ghana,333777
#####,Hungary,Kenya,1062110
#####,Hungary,Tanzania,114099
#####,Hungary,Uganda,150851
#####,Hungary,Viet Nam,14562222
#####,Iceland,Ghana,52049
#####,Iceland,Kenya,186638
#####,Iceland,Tanzania,4626
#####,Iceland,Uganda,1318
#####,Iceland,Viet Nam,516149
#####,India,Ghana,37996
#####,India,Kenya,245073
#####,India,South Africa,6067
#####,India,Tanzania,21581
#####,India,Uganda,109718
#####,India,Viet Nam,551342
#####,Indonesia,Ghana,76490
#####,Indonesia,Kenya,330368
#####,Indonesia,South Africa,66959
#####,Indonesia,Tanzania,377816
#####,Indonesia,Uganda,65890
#####,Indonesia,Viet Nam,2900147
#####,Ireland,Ghana,400417
#####,Ireland,Kenya,2197040
#####,Ireland,Tanzania,173259
#####,Ireland,Uganda,263081
#####,Ireland,Viet Nam,10975326
#####,Isle of Man,Ghana,1241
#####,Isle of Man,Kenya,151617
#####,Isle of Man,Tanzania,7773
#####,Isle of Man,Uganda,38984
#####,Isle of Man,Viet Nam,157095
#####,Israel,Ghana,11774
#####,Israel,Kenya,94255
#####,Israel,South Africa,40455
#####,Israel,Tanzania,13888
#####,Israel,Uganda,17857
#####,Israel,Viet Nam,158497
#####,Italy,Ghana,653073
#####,Italy,Kenya,2521919
#####,Italy,Tanzania,291565
#####,Italy,Uganda,318241
#####,Italy,Viet Nam,3404308
#####,Jamaica,Ghana,9594
#####,Jamaica,Kenya,36289
#####,Jamaica,Tanzania,965
#####,Jamaica,Viet Nam,9193
#####,Japan,Ghana,1469383
#####,Japan,Kenya,11949584
#####,Japan,South Africa,193881
#####,Japan,Tanzania,2262437
#####,Japan,Uganda,1680302
#####,Japan,Viet Nam,29830566
#####,Jersey,Ghana,4058
#####,Jersey,Kenya,365904
#####,Jersey,Tanzania,1368
#####,Jersey,Uganda,144037
#####,Jersey,Viet Nam,3826
#####,Jordan,Ghana,66
#####,Jordan,Kenya,487
#####,Jordan,Viet Nam,7582
#####,Kazakhstan,Ghana,1942
#####,Kazakhstan,Kenya,20754
#####,Kazakhstan,Tanzania,213
#####,Kazakhstan,Uganda,46
#####,Kazakhstan,Viet Nam,169726
#####,Kenya,Ghana,29036
#####,Kenya,Kenya,37540095
#####,Kenya,Tanzania,67025
#####,Kenya,Uganda,217773
#####,Kenya,Viet Nam,77524
#####,"Korea, Republic of",Ghana,7645
#####,"Korea, Republic of",Kenya,6215
#####,"Korea, Republic of",Tanzania,554
#####,"Korea, Republic of",Uganda,2514
#####,"Korea, Republic of",Viet Nam,285481
#####,Kuwait,Ghana,713
#####,Kuwait,Kenya,76248
#####,Kuwait,Uganda,113
#####,Kuwait,Viet Nam,53181
#####,Lao People's Democratic Republic,Viet Nam,13777
#####,Latvia,Ghana,20958
#####,Latvia,Kenya,83261
#####,Latvia,Tanzania,1114
#####,Latvia,Viet Nam,277850
#####,Lebanon,Ghana,4741
#####,Lebanon,Kenya,35821
#####,Lebanon,Tanzania,1225
#####,Lebanon,Uganda,949
#####,Lebanon,Viet Nam,4709
#####,Liberia,Ghana,657
#####,Liechtenstein,Ghana,49
#####,Liechtenstein,Kenya,14484
#####,Liechtenstein,Tanzania,28259
#####,Liechtenstein,Viet Nam,39525
#####,Lithuania,Ghana,50232
#####,Lithuania,Kenya,125270
#####,Lithuania,Tanzania,2826
#####,Lithuania,Uganda,9467
#####,Lithuania,Viet Nam,336648
#####,Luxembourg,Ghana,32625
#####,Luxembourg,Kenya,245971
#####,Luxembourg,Tanzania,13185
#####,Luxembourg,Uganda,119233
#####,Luxembourg,Viet Nam,590548
#####,Macao,Ghana,75
#####,Macao,Kenya,250
#####,Macao,Viet Nam,128061
#####,Madagascar,Kenya,35
#####,Madagascar,Viet Nam,4618
#####,Malawi,Ghana,32
#####,Malawi,Kenya,15949
#####,Malawi,Tanzania,3283
#####,Malawi,Uganda,11
#####,Malaysia,Ghana,712440
#####,Malaysia,Kenya,1901869
#####,Malaysia,South Africa,73424
#####,Malaysia,Tanzania,156934
#####,Malaysia,Uganda,716230
#####,Malaysia,Viet Nam,15785596
#####,Maldives,Kenya,275
#####,Maldives,Tanzania,327
#####,Maldives,Viet Nam,3727
#####,Mali,Kenya,206
#####,Mali,Uganda,1303
#####,Mali,Viet Nam,310
#####,Malta,Ghana,241507
#####,Malta,Kenya,247571
#####,Malta,Tanzania,18926
#####,Malta,Uganda,72457
#####,Malta,Viet Nam,155200
#####,Marshall Islands,Kenya,469
#####,Martinique,Kenya,6157
#####,Martinique,Viet Nam,40600
#####,Mayotte,Kenya,43207
#####,Mayotte,Tanzania,210
#####,Mayotte,Viet Nam,36900
#####,Mexico,Ghana,362
#####,Mexico,Kenya,70670
#####,Mexico,South Africa,16427
#####,Mexico,Tanzania,4115
#####,Mexico,Uganda,29664
#####,Mexico,Viet Nam,359014
#####,Micronesia (Federated States of),Kenya,1345
#####,"Moldova, Republic of",Kenya,371
#####,"Moldova, Republic of",Tanzania,3265
#####,"Moldova, Republic of",Viet Nam,5365
#####,Monaco,Ghana,3734
#####,Monaco,Viet Nam,11243
#####,Mongolia,Kenya,510
#####,Mongolia,Uganda,63
#####,Mongolia,Viet Nam,787
#####,Montenegro,Viet Nam,842
#####,Morocco,Ghana,13412
#####,Morocco,Kenya,8848
#####,Morocco,Uganda,9138
#####,Morocco,Viet Nam,111788
#####,Mozambique,Ghana,95
#####,Mozambique,Kenya,133079
#####,Mozambique,Tanzania,75374
#####,Mozambique,Uganda,11799
#####,Mozambique,Viet Nam,1007
#####,Namibia,Ghana,98
#####,Namibia,Kenya,8442
#####,Namibia,Tanzania,62912
#####,Namibia,Uganda,14478
#####,Namibia,Viet Nam,174
#####,Nauru,Kenya,25
#####,Nepal,Kenya,8551
#####,Nepal,Uganda,15957
#####,Nepal,Viet Nam,17891
#####,Netherlands,Ghana,2821948
#####,Netherlands,Kenya,6746718
#####,Netherlands,Tanzania,934590
#####,Netherlands,Uganda,1298282
#####,Netherlands,Viet Nam,19871848
#####,New Caledonia,Kenya,118
#####,New Caledonia,Viet Nam,119436
#####,New Zealand,Ghana,1527598
#####,New Zealand,Kenya,2880424
#####,New Zealand,South Africa,673397
#####,New Zealand,Tanzania,187668
#####,New Zealand,Uganda,969203
#####,New Zealand,Viet Nam,30253344
#####,Nicaragua,Kenya,592
#####,Nicaragua,Tanzania,141
#####,Nicaragua,Viet Nam,17916
#####,Niger,Kenya,2053
#####,Nigeria,Ghana,183063
#####,Nigeria,Kenya,210474
#####,Nigeria,Tanzania,4105
#####,Nigeria,Uganda,26697
#####,Nigeria,Viet Nam,13046
#####,North Macedonia,Kenya,2724
#####,North Macedonia,Viet Nam,14293
#####,Norway,Ghana,1063281
#####,Norway,Kenya,3320269
#####,Norway,Tanzania,246944
#####,Norway,Uganda,746603
#####,Norway,Viet Nam,7934265
#####,Oman,Ghana,500
#####,Oman,Kenya,1132
#####,Oman,Tanzania,5128
#####,Oman,Uganda,129
#####,Oman,Viet Nam,68464
#####,Pakistan,Ghana,3930
#####,Pakistan,Kenya,74944
#####,Pakistan,Tanzania,9563
#####,Pakistan,Uganda,2671
#####,Pakistan,Viet Nam,119651
#####,Palau,Viet Nam,1761
#####,Panama,Ghana,8547
#####,Panama,Kenya,37135
#####,Panama,Viet Nam,37299
#####,Papua New Guinea,Kenya,48133
#####,Papua New Guinea,Uganda,33289
#####,Papua New Guinea,Viet Nam,187
#####,Paraguay,Kenya,1312
#####,Paraguay,Viet Nam,8723
#####,Peru,Ghana,1691
#####,Peru,Kenya,3731
#####,Peru,Tanzania,4520
#####,Peru,Uganda,99
#####,Peru,Viet Nam,42309
#####,Philippines,Ghana,10685
#####,Philippines,Kenya,158923
#####,Philippines,South Africa,20472
#####,Philippines,Tanzania,63250
#####,Philippines,Uganda,132716
#####,Philippines,Viet Nam,1075344
#####,Poland,Ghana,168390
#####,Poland,Kenya,1613795
#####,Poland,Tanzania,133378
#####,Poland,Uganda,281087
#####,Poland,Viet Nam,27858694
#####,Portugal,Ghana,210727
#####,Portugal,Kenya,465711
#####,Portugal,Tanzania,48079
#####,Portugal,Uganda,94572
#####,Portugal,Viet Nam,1155554
#####,Puerto Rico,Ghana,1261
#####,Puerto Rico,Kenya,4294
#####,Puerto Rico,Uganda,1556
